Id;POITypeId;POIName_de;POIName_fr;POIName_it;POIName_en;address_city;address_kantoncode;address_zip;address_countrycode;address_street;address_technicalplz6;address_gemeindeid;geopoint;contact_phone;contact_fax;contact_email_addresse_de;contact_email_addresse_fr;contact_email_addresse_it;contact_email_addresse_en;pickuptime_description_de;pickuptime_description_fr;pickuptime_description_it;pickuptime_description_en;pickuptime_time;AdditionalDescription;OfferPackage;OpeningHoursEvent;AccessInformation;service_servicetypeid;poityp_de;Verarbeitung_de;poityp_fr;Verarbeitung_fr;poityp_it;Verarbeitung_it;poityp_en;Verarbeitung_en;ForPrivateCustomer;ForBusinessCustomer;groupename_de;service_de;url_de;urlmobil_de;groupename_fr;service_fr;url_fr;urlmobil_fr;groupename_it;service_it;url_it;urlmobil_it;groupename_en;service_en;url_en;urlmobil_en
001PST_001125995;001PST;Post Filiale 9013 St. Gallen Lachen-Vonwil;Poste Filiale 9013 St. Gallen Lachen-Vonwil;Posta Filiale 9013 St. Gallen Lachen-Vonwil;Post Branch 9013 St. Gallen Lachen-Vonwil;St. Gallen;SG;9000;CH;Ulmenstrasse 9;901300;3203;47.42017629,9.35358227;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Lachen Drogerie""}, {""@lang"": ""fr"", ""#text"": ""Lachen Drogerie""}, {""@lang"": ""it"", ""#text"": ""Lachen Drogerie""}, {""@lang"": ""en"", ""#text"": ""Lachen Drogerie""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001134103;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;true;true;Zahlungsverkehr;Einzahlungen (CHF) mit Karten (PostFinance Card, Maestro, V PAY);;;Trafic des paiements;Versements (CHF) avec cartes (PostFinance Card, Maestro, V PAY);;;Traffico dei pagamenti;Versamenti (CHF) con carte (PostFinance Card, Maestro, V PAY);;;Payment transactions;Payments (CHF) with cards (PostFinance Card, Maestro, V PAY);;
001PST_001125995;001PST;Post Filiale 9013 St. Gallen Lachen-Vonwil;Poste Filiale 9013 St. Gallen Lachen-Vonwil;Posta Filiale 9013 St. Gallen Lachen-Vonwil;Post Branch 9013 St. Gallen Lachen-Vonwil;St. Gallen;SG;9000;CH;Ulmenstrasse 9;901300;3203;47.42017629,9.35358227;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Lachen Drogerie""}, {""@lang"": ""fr"", ""#text"": ""Lachen Drogerie""}, {""@lang"": ""it"", ""#text"": ""Lachen Drogerie""}, {""@lang"": ""en"", ""#text"": ""Lachen Drogerie""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001800006;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Briefe und Pakete;Briefe und Pakete* versenden;;;Lettres et colis;Expédition de lettres et colis*;;;Lettere e pacchi;Inviare lettere e pacchi*;;;Letters and parcels;Sending letter and parcels*;;
001PST_001125995;001PST;Post Filiale 9013 St. Gallen Lachen-Vonwil;Poste Filiale 9013 St. Gallen Lachen-Vonwil;Posta Filiale 9013 St. Gallen Lachen-Vonwil;Post Branch 9013 St. Gallen Lachen-Vonwil;St. Gallen;SG;9000;CH;Ulmenstrasse 9;901300;3203;47.42017629,9.35358227;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Lachen Drogerie""}, {""@lang"": ""fr"", ""#text"": ""Lachen Drogerie""}, {""@lang"": ""it"", ""#text"": ""Lachen Drogerie""}, {""@lang"": ""en"", ""#text"": ""Lachen Drogerie""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001800009;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Zahlungsverkehr;Einzahlungen;;;Trafic des paiements;Versements;;;Traffico dei pagamenti;Versamenti;;;Payment transactions;Deposits;;
001PST_001125996;001PST;Post Filiale 9014 St. Gallen 14 Bruggen;Poste Filiale 9014 St. Gallen 14 Bruggen;Posta Filiale 9014 St. Gallen 14 Bruggen;Post Branch 9014 St. Gallen 14 Bruggen;St. Gallen;SG;9014;CH;Zürcher Strasse 257;901400;3203;47.40937582,9.33122545;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001103001;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Fotokopierer Schalterhalle;Münz-Kopierer Schalterhalle;;;Photocopieuse hall guichet;Photocopieuse à monnayeur dans le hall des guichets;;;Fotocopiatrice atrio sportelli;Fotocopiatrice a monete nell'atrio sportelli;;;Photocopier counter lobby;Coin-operated photocopier for counter area;;
001PST_001125996;001PST;Post Filiale 9014 St. Gallen 14 Bruggen;Poste Filiale 9014 St. Gallen 14 Bruggen;Posta Filiale 9014 St. Gallen 14 Bruggen;Post Branch 9014 St. Gallen 14 Bruggen;St. Gallen;SG;9014;CH;Zürcher Strasse 257;901400;3203;47.40937582,9.33122545;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001134044;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Zahlungsverkehr;Bargeldbezug mit PostFinance Card und Change (CHF und EUR);;;Trafic des paiements;Retrait d'espèces avec PostFinance Card et change (CHF et EUR);;;Traffico dei pagamenti;Prelievo in contanti con PostFinance Card e cambio valuta (CHF e EUR);;;Payment transactions;Cash withdrawal with PostFinance Card and currency exchange (CHF and EUR);;
001PST_001125996;001PST;Post Filiale 9014 St. Gallen 14 Bruggen;Poste Filiale 9014 St. Gallen 14 Bruggen;Posta Filiale 9014 St. Gallen 14 Bruggen;Post Branch 9014 St. Gallen 14 Bruggen;St. Gallen;SG;9014;CH;Zürcher Strasse 257;901400;3203;47.40937582,9.33122545;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001134061;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Zahlungsverkehr;Bareinzahlungen in CHF und EUR;;;Trafic des paiements;Versements en espèces CHF et EUR;;;Traffico dei pagamenti;Versamenti in contanti in CHF e EUR;;;Payment transactions;Cash payments in CHF and EUR;;
001PST_001125996;001PST;Post Filiale 9014 St. Gallen 14 Bruggen;Poste Filiale 9014 St. Gallen 14 Bruggen;Posta Filiale 9014 St. Gallen 14 Bruggen;Post Branch 9014 St. Gallen 14 Bruggen;St. Gallen;SG;9014;CH;Zürcher Strasse 257;901400;3203;47.40937582,9.33122545;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001800007;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Zahlungsverkehr;Change;;;Trafic des paiements;Change;;;Traffico dei pagamenti;Cambio valuta;;;Payment transactions;Currency exchange;;
001PST_001125996;001PST;Post Filiale 9014 St. Gallen 14 Bruggen;Poste Filiale 9014 St. Gallen 14 Bruggen;Posta Filiale 9014 St. Gallen 14 Bruggen;Post Branch 9014 St. Gallen 14 Bruggen;St. Gallen;SG;9014;CH;Zürcher Strasse 257;901400;3203;47.40937582,9.33122545;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001800009;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Zahlungsverkehr;Einzahlungen;;;Trafic des paiements;Versements;;;Traffico dei pagamenti;Versamenti;;;Payment transactions;Deposits;;
001PST_001125998;001PST;Post Filiale 9015 St. Gallen Winkeln;Poste Filiale 9015 St. Gallen Winkeln;Posta Filiale 9015 St. Gallen Winkeln;Post Branch 9015 St. Gallen Winkeln;St. Gallen;SG;9015;CH;Letzistrasse 2;901500;3203;47.40362391,9.30189524;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Pionier GmbH""}, {""@lang"": ""fr"", ""#text"": ""Pionier GmbH""}, {""@lang"": ""it"", ""#text"": ""Pionier GmbH""}, {""@lang"": ""en"", ""#text"": ""Pionier GmbH""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001134032;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;true;false;Briefe und Pakete;PickPost;http://www.post.ch/pickpost;http://www.post.ch/pickpost;Lettres et colis;PickPost;http://www.poste.ch/pickpost;http://www.poste.ch/pickpost;Lettere e pacchi;PickPost;http://www.posta.ch/pickpost;http://www.posta.ch/pickpost;Letters and parcels;PickPost;http://www.swisspost.ch/pickpost;http://www.swisspost.ch/pickpost
001PST_001125998;001PST;Post Filiale 9015 St. Gallen Winkeln;Poste Filiale 9015 St. Gallen Winkeln;Posta Filiale 9015 St. Gallen Winkeln;Post Branch 9015 St. Gallen Winkeln;St. Gallen;SG;9015;CH;Letzistrasse 2;901500;3203;47.40362391,9.30189524;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Pionier GmbH""}, {""@lang"": ""fr"", ""#text"": ""Pionier GmbH""}, {""@lang"": ""it"", ""#text"": ""Pionier GmbH""}, {""@lang"": ""en"", ""#text"": ""Pionier GmbH""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001134046;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Zahlungsverkehr;Bargeldbezug (max. CHF 500.-, CHF 50.- garantiert) mit PostFinance Card;;;Trafic des paiements;Retrait d'espèces (max. CHF 500.-, montant de CHF 50.- garanti) avec PostFinance Card;;;Traffico dei pagamenti;Prelievo in contanti (max. CHF 500.-, CHF 50.- garantiti) con PostFinance Card;;;Payment transactions;Cash withdrawal (max. CHF 500, CHF 50 guaranteed) with PostFinance Card;;
001PST_001125998;001PST;Post Filiale 9015 St. Gallen Winkeln;Poste Filiale 9015 St. Gallen Winkeln;Posta Filiale 9015 St. Gallen Winkeln;Post Branch 9015 St. Gallen Winkeln;St. Gallen;SG;9015;CH;Letzistrasse 2;901500;3203;47.40362391,9.30189524;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Pionier GmbH""}, {""@lang"": ""fr"", ""#text"": ""Pionier GmbH""}, {""@lang"": ""it"", ""#text"": ""Pionier GmbH""}, {""@lang"": ""en"", ""#text"": ""Pionier GmbH""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001800009;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Zahlungsverkehr;Einzahlungen;;;Trafic des paiements;Versements;;;Traffico dei pagamenti;Versamenti;;;Payment transactions;Deposits;;
001PST_001125998;001PST;Post Filiale 9015 St. Gallen Winkeln;Poste Filiale 9015 St. Gallen Winkeln;Posta Filiale 9015 St. Gallen Winkeln;Post Branch 9015 St. Gallen Winkeln;St. Gallen;SG;9015;CH;Letzistrasse 2;901500;3203;47.40362391,9.30189524;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Pionier GmbH""}, {""@lang"": ""fr"", ""#text"": ""Pionier GmbH""}, {""@lang"": ""it"", ""#text"": ""Pionier GmbH""}, {""@lang"": ""en"", ""#text"": ""Pionier GmbH""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001800011;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Briefe und Pakete;Frankieren;;;Lettres et colis;Affranchissement;;;Lettere e pacchi;Affrancare;;;Letters and parcels;Franking;;
004PSTMAT_00425889416;004PSTMAT;Postomat St. Gallen, Riethüsli;Postomat St. Gallen, Riethüsli;Postomat St. Gallen, Riethüsli;Postomat St. Gallen, Riethüsli;St. Gallen;SG;9012;CH;Teufenerstrasse 144;;3203;47.41140895,9.36629422;;;;;;;;;;;;;;;;0047x24;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Postomat zugänglich 7/24;;;Trafic des paiements;Postomat accessible 7/24;;;Traffico dei pagamenti;Postomat accessibile 7/24;;;Payment transactions;24/7 Postomat;;
004PSTMAT_00425889416;004PSTMAT;Postomat St. Gallen, Riethüsli;Postomat St. Gallen, Riethüsli;Postomat St. Gallen, Riethüsli;Postomat St. Gallen, Riethüsli;St. Gallen;SG;9012;CH;Teufenerstrasse 144;;3203;47.41140895,9.36629422;;;;;;;;;;;;;;;;004AUDIO;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Audiounterstützung für Sehbehinderte;;;Trafic des paiements;Assistance vocale pour malvoyant(e)s;;;Traffico dei pagamenti;Postomat con assistenza audio;;;Payment transactions;Audio supported Postomat;;
004PSTMAT_00426159419;004PSTMAT;Postomat St. Gallen, EKZ Shopping Arena;Postomat St. Gallen, EKZ Shopping Arena;Postomat St. Gallen, EKZ Shopping Arena;Postomat St. Gallen, EKZ Shopping Arena;St. Gallen;SG;9015;CH;Zürcherstrasse 464;;3203;47.40807486,9.30411041;;;;;;;;;;;;;;;;004AUDIO;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Audiounterstützung für Sehbehinderte;;;Trafic des paiements;Assistance vocale pour malvoyant(e)s;;;Traffico dei pagamenti;Postomat con assistenza audio;;;Payment transactions;Audio supported Postomat;;
004PSTMAT_00431029408;004PSTMAT;Postomat St. Gallen, Filiale Brühltor;Postomat St. Gallen, Filiale Brühltor;Postomat St. Gallen, Filiale Brühltor;Postomat St. Gallen, Filiale Brühltor;St. Gallen;SG;9000;CH;Brühlgasse 1;;3203;47.42601457,9.37737594;;;;;;;;;;;;;;;;0047x24;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Postomat zugänglich 7/24;;;Trafic des paiements;Postomat accessible 7/24;;;Traffico dei pagamenti;Postomat accessibile 7/24;;;Payment transactions;24/7 Postomat;;
004PSTMAT_00417619412;004PSTMAT;Postomat St. Gallen, Filiale Langgass;Postomat St. Gallen, Filiale Langgass;Postomat St. Gallen, Filiale Langgass;Postomat St. Gallen, Filiale Langgass;St. Gallen;SG;9008;CH;Langgasse 16;;3203;47.43482876,9.3855732;;;;;;;;;;;;;;;;004AUDIO;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Audiounterstützung für Sehbehinderte;;;Trafic des paiements;Assistance vocale pour malvoyant(e)s;;;Traffico dei pagamenti;Postomat con assistenza audio;;;Payment transactions;Audio supported Postomat;;
004PSTMAT_00417619412;004PSTMAT;Postomat St. Gallen, Filiale Langgass;Postomat St. Gallen, Filiale Langgass;Postomat St. Gallen, Filiale Langgass;Postomat St. Gallen, Filiale Langgass;St. Gallen;SG;9008;CH;Langgasse 16;;3203;47.43482876,9.3855732;;;;;;;;;;;;;;;;004BARGEUR;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Bargeldbezug in EUR;;;Trafic des paiements;Retrait d'espèces en EUR;;;Traffico dei pagamenti;Prelievo in contanti in EUR;;;Payment transactions;Cash withdrawals in EUR;;
004PSTMAT_00426819402;004PSTMAT;Postomat St. Gallen, Personenunterführung Rathaus;Postomat St. Gallen, Personenunterführung Rathaus;Postomat St. Gallen, Personenunterführung Rathaus;Postomat St. Gallen, Personenunterführung Rathaus;St. Gallen;SG;9000;CH;Bahnhofplatz 2;;3203;47.42370884,9.37000068;;;;;;;;;;;;;;;;0047x24;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Postomat zugänglich 7/24;;;Trafic des paiements;Postomat accessible 7/24;;;Traffico dei pagamenti;Postomat accessibile 7/24;;;Payment transactions;24/7 Postomat;;
001AG-PICK_001205693;001AG-PICK;PickPost-Stelle 9016 St. Gallen Lukasstrasse Denner;Point PickPost 9016 St. Gallen Lukasstrasse Denner;Punto PickPost 9016 St. Gallen Lukasstrasse Denner;PickPost point 9016 St. Gallen Lukasstrasse Denner;St. Gallen;SG;9016;CH;Lukasstrasse 69;901647;3203;47.43742252,9.40461325;0800 888 099;;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;;;;;;;"{""@OfferPackageId"": ""001BRPA""}";;"[{""@lang"": ""de"", ""#text"": ""Melden Sie sich beim Filialpersonal, um Ihre Bestellung abzuholen.""}, {""@lang"": ""fr"", ""#text"": ""Annoncez-vous au personnel de filiale pour emporter votre commande.""}, {""@lang"": ""it"", ""#text"": ""Rivolgiti al personale di filiale per ritirare il tuo ordine.""}, {""@lang"": ""en"", ""#text"": ""Melden Sie sich beim Filialpersonal, um Ihre Bestellung abzuholen.""}]";001800022;PickPost-Drittstelle;;Points tiers PickPost;;Punto PickPost di terzi;;External PickPost point;;;;Briefe und Pakete;Pakete versenden;;;Lettres et colis;Expédition de colis;;;Lettere e pacchi;Inviare pacchi;;;Letters and parcels;Sending parcels;;
001AG-PICK_001205696;001AG-PICK;PickPost-Stelle 9014 St. Gallen Bruggen Migros;Point PickPost 9014 St. Gallen Bruggen Migros;Punto PickPost 9014 St. Gallen Bruggen Migros;PickPost point 9014 St. Gallen Bruggen Migros;St. Gallen;SG;9014;CH;Fürstenlandstrasse 157;901447;3203;47.41008359,9.33541347;0800 888 099;;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;;;;;;;"{""@OfferPackageId"": ""001BRPA""}";;"[{""@lang"": ""de"", ""#text"": ""Melden Sie sich am Migros-Kundendienst, um Ihre Bestellung abzuholen.""}, {""@lang"": ""fr"", ""#text"": ""Annoncez-vous à l'accueil client Migros pour emporter votre commande.""}, {""@lang"": ""it"", ""#text"": ""Rivolgiti al Servizio clienti della Migros per ritirare il tuo ordine.""}, {""@lang"": ""en"", ""#text"": ""Melden Sie sich am Migros-Kundendienst, um Ihre Bestellung abzuholen.""}]";001134032;PickPost-Drittstelle;;Points tiers PickPost;;Punto PickPost di terzi;;External PickPost point;;true;false;Briefe und Pakete;PickPost;http://www.post.ch/pickpost;http://www.post.ch/pickpost;Lettres et colis;PickPost;http://www.poste.ch/pickpost;http://www.poste.ch/pickpost;Lettere e pacchi;PickPost;http://www.posta.ch/pickpost;http://www.posta.ch/pickpost;Letters and parcels;PickPost;http://www.swisspost.ch/pickpost;http://www.swisspost.ch/pickpost
004PSTMAT_00421279418;004PSTMAT;Postomat St. Gallen, Filiale Bruggen;Postomat St. Gallen, Filiale Bruggen;Postomat St. Gallen, Filiale Bruggen;Postomat St. Gallen, Filiale Bruggen;St. Gallen;SG;9014;CH;Zürcher Strasse 257;;3203;47.40937096,9.33119214;;;;;;;;;;;;;;;;004BARGCHF;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Bargeldbezug in CHF;;;Trafic des paiements;Retrait d'espèces en CHF;;;Traffico dei pagamenti;Prelievo in contanti in CHF;;;Payment transactions;Cash withdrawals in CHF;;
004PSTMAT_00421279418;004PSTMAT;Postomat St. Gallen, Filiale Bruggen;Postomat St. Gallen, Filiale Bruggen;Postomat St. Gallen, Filiale Bruggen;Postomat St. Gallen, Filiale Bruggen;St. Gallen;SG;9014;CH;Zürcher Strasse 257;;3203;47.40937096,9.33119214;;;;;;;;;;;;;;;;004BARGEUR;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Bargeldbezug in EUR;;;Trafic des paiements;Retrait d'espèces en EUR;;;Traffico dei pagamenti;Prelievo in contanti in EUR;;;Payment transactions;Cash withdrawals in EUR;;
001AG-PICK_001205694;001AG-PICK;PickPost-Stelle 9000 St. Gallen Neumarkt Migros;Point PickPost 9000 St. Gallen Neumarkt Migros;Punto PickPost 9000 St. Gallen Neumarkt Migros;PickPost point 9000 St. Gallen Neumarkt Migros;St. Gallen;SG;9000;CH;St. Leonhard-Strasse 35;900044;3203;47.42213934,9.37056549;0800 888 099;;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;pickpost@post.ch;;;;;;;"{""@OfferPackageId"": ""001BRPA""}";;"[{""@lang"": ""de"", ""#text"": ""Melden Sie sich am Migros-Kundendienst, um Ihre Bestellung abzuholen.""}, {""@lang"": ""fr"", ""#text"": ""Annoncez-vous à l'accueil client Migros pour emporter votre commande.""}, {""@lang"": ""it"", ""#text"": ""Rivolgiti al Servizio clienti della Migros per ritirare il tuo ordine.""}, {""@lang"": ""en"", ""#text"": ""Melden Sie sich am Migros-Kundendienst, um Ihre Bestellung abzuholen.""}]";001134032;PickPost-Drittstelle;;Points tiers PickPost;;Punto PickPost di terzi;;External PickPost point;;true;false;Briefe und Pakete;PickPost;http://www.post.ch/pickpost;http://www.post.ch/pickpost;Lettres et colis;PickPost;http://www.poste.ch/pickpost;http://www.poste.ch/pickpost;Lettere e pacchi;PickPost;http://www.posta.ch/pickpost;http://www.posta.ch/pickpost;Letters and parcels;PickPost;http://www.swisspost.ch/pickpost;http://www.swisspost.ch/pickpost
